ObjectID,LATITUDE,LONGITUDE,LOC_DOCK,NAV_UNIT_ID,NAV_UNIT_GUID,UNLOCODE,NAV_UNIT_NAME,FAC_TYPE,DATA_RECORD_STATUS,LOCATION_DESCRIPTION,STREET_ADDRESS,CITY_OR_TOWN,STATE,ZIPCODE,COUNTY_NAME,COUNTY_FIPS_CODE,CONGRESS,CONGRESS_FIPS,TOWS_LINK_NUM,TOWS_MILE,WTWY,WTWY_NAME,PORT,PORT_NAME,PSA,PSA_NAME,MILE,BANK,OPERATORS,OWNERS,PURPOSE,HIGHWAY_NOTE,RAILWAY_NOTE,COMMODITIES,CONSTRUCTION,MECHANICAL_HANDLING,REMARKS,VERTICAL_DATUM,DEPTH_MIN,DEPTH_MAX,BERTHING_LARGEST,BERTHING_TOTAL,DECK_HEIGHT_MIN,DECK_HEIGHT_MAX,PARENT_OR_CHILD,SERVICE_INITIATION_DATE,x,y
18696,55.1275,-131.56861,93807-182,0UMD,33095,MTM,METLAKATLA CITY BARGE RAMP,Dock,Validated for TOWS and Public,"Southerly shore of Port Chester Bay, Metlakatla,  approximately 2,100 feet southeast of Village Point.",,Metlakatla,AK,99926,Prince of Wales-Outer Ketchikan,201,112,00,8102,0,4832,"Metlakatla Harbor, AK",4878.00,"Metlakatla, AK",,,0,L,"Current Operator: Boyer Alaska Barge Line, Inc. Phone: 907-886-6784 FAX: 907-886-7997",Current Owner: City of Metlakatla.,Receipt and shipment of containerized and roll-on/roll-off general cargo.,"Via plant road, asphalt-and-gravel, various widths; from Tait Street, asphalt, 24 feet wide.",None.,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Iron Ore and Iron & Steel Waste & Scrap | Sulphur (Dry), ","Adjustable steel beam, timber-decked transfer bridge with two timber-breasting dolphins; and breasting platform with one steel dolphin at northwesterly side of south side of adjacent, company-owned City of Metlakatla, City Dock (Ref. No. 6).","Stevedore rental equipment is available as required. Open storage area serves one 22 1/2- and one 9-ton, diesel forklift trucks. ",Unpaved open storage area at rear has capacity for approxi- mately four-hundred containers stacked 3- to 4-high.  ,MLLW (Mean Lower Low Water),15,20,400,400,,,,01-JAN-1990,-131.56861,55.1275000000001
18697,55.340262,-131.66,93810-100,01BU,1558,KTN,ANCHORAGE KETCHIKAN,Anchorage,Validated for TOWS,,,KETCHIKAN,AK,99901,Ketchikan Gateway,130,113,00,8097,0,4770,"Tongass Narrows, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-131.66,55.3402620000001
18698,55.358507,-131.706944,93809-200,01BM,1551,KTN,TONGASS NARROWS,Open Water,Validated for TOWS,,,KETCHIKAN,AK,99901,Ketchikan Gateway,130,113,00,8097,0,4770,"Tongass Narrows, AK",,,,,0,,,,,,,,,,,,,,,,,,,01-JAN-1990,-131.706944,55.358507
18898,55.224063,-132.233333,93814-230,0NNT,26207,KTB,DORA BAY,Open Water,Validated for TOWS,,,THORNE BAY,AK,99919,Prince of Wales-Outer Ketchikan,201,112,00,8086,47,4771,"Clarence Strait, AK",,,,,47,,,,,,,,,,,,,,,,,,,06-JAN-2005,-132.233333,55.2240630000001
18899,58.761338,-157.063425,96365-320,0NNV,26209,NNK,PEDERSON POINT,Dock,Validated for TOWS,,,NAKNEK,AK,99633,Bristol Bay,60,113,00,8220,2,4828,"Naknek River, AK",,,,,2,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",,,,,,,,,,,,06-JAN-2005,-157.063425,58.7613380000001
18982,56.89823,-154.247778,95353-365,02UR,3289,ADQ,ALITAK CANNERY AND ANCHORAGE,Dock,Validated for TOWS,,,KODIAK,AK,99615,Kodiak Island,150,112,00,8164,0,4935,"Kodiak Island, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Mater",,,,,,,,,,,,01-JAN-1990,-154.247778,56.8982300000001
18983,62.533505,-164.849777,97643-011,02E8,2796,SXP,NUNAM IQUA,Dock,Validated for TOWS,,,SHELDON POINT,AK,99666,,158,116,00,8244,1,4860,"Yukon River, AK",,,,,1,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-164.849777,62.533505
18984,61.79294,-156.670072,96460-206,02E0,2788,SLQ,DEVIL'S ELBOW,Dock,Validated for TOWS,,,SLEETMUTE,AK,99668,Bethel,50,112,00,8243,428,4819,"Kuskokwim River, AK",,,,,428,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-156.670072,61.79294
18985,62.21714,-156.240449,96460-221,02E2,2790,TCT,MC GRATH VILLAGE,Dock,Validated for TOWS,,,TAKOTNA,AK,99675,Yukon-Koyukuk,290,112,00,8243,488,4819,"Kuskokwim River, AK",,,,,488,,,,,,,"Gasoline, Jet Fuel, Kerosene | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrous Metal Products;Fabricated Metal Prod",,,,,,,,,,,,01-JAN-1990,-156.240449,62.21714
18986,62.460864,-168.282483,97000-001,02E5,2793,,OFF SHORE,Open Water,Validated for TOWS,,,,AK,,Nome,180,113,00,8315,0,4911,Bering Sea-Off Bering Sea Ports,,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC",,,,,,,,,,,,01-JAN-1990,-168.282483,62.4608640000001
18987,62.645804,-164.988803,97643-001,02E6,2794,SXP,YUKON RIVER,Dock,Validated for TOWS,,,SHELDON POINT,AK,99666,Wade Hampton,270,112,00,8244,1,4860,"Yukon River, AK",,,,,1,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-164.988803,62.6458040000001
18988,61.936144,-162.87914,97643-111,01XR,2235,PQS,PILOT STATION VILLAGE,Dock,Validated for TOWS,,,PILOT STATION,AK,99650,,158,116,00,8244,121,4860,"Yukon River, AK",,,,,121,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-162.87914,61.9361440000001
18989,61.877255,-162.086579,97643-121,01XS,2236,,FORTUNA LODGE VILLAGE (MARSHALL),Dock,Validated for TOWS,,,MARSHALL,AK,99585,,158,116,00,8244,157,4860,"Yukon River, AK",,,,,157,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-162.086579,61.877255
18990,63.03755,-163.528152,97643-021,02E9,2797,SXP,KOTLIK VILLAGE,Dock,Validated for TOWS,,,SHELDON POINT,AK,99666,,158,116,00,8244,5,4860,"Yukon River, AK",,,,,5,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | Primary Wood Products; Veneer; Plywood | All Manufactu",,,,,,,,,,,,01-JAN-1990,-163.528152,63.0375500000001
18991,62.687615,-164.667381,97643-031,02EA,2798,AUK,ALAKANUK VILLAGE,Dock,Validated for TOWS,,,ALAKANUK,AK,99554,,158,116,00,8244,12,4860,"Yukon River, AK",,,,,12,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | Primary Wood Products; Veneer; Plywood | All Manufactu",,,,,,,,,,,,01-JAN-1990,-164.667381,62.6876150000001
18992,62.774661,-164.515071,97643-061,02ED,2801,AUK,EMMONAK VILLAGE,Dock,Validated for TOWS,,,ALAKANUK,AK,99554,,158,116,00,8244,25,4860,"Yukon River, AK",,,,,25,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-164.515071,62.774661
18993,62.711765,-164.223116,97643-071,02EE,2802,AUK,KWIKPAK VILLAGE,,Validated for TOWS,,,ALAKANUK,AK,99554,Wade Hampton,270,112,00,8244,30,4860,"Yukon River, AK",,,,,30,,,,,,,,,,,,,,,,,,,01-JAN-1990,-164.223116,62.7117650000001
18994,62.084229,-163.722185,97643-081,01XN,2232,,MOUNTAIN VILLAGE,Dock,Validated for TOWS,,,SAINT MARYS,AK,99658,,158,116,00,8244,85,4860,"Yukon River, AK",,,,,85,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-163.722185,62.0842290000001
19216,58.190977,-136.497061,94953-101,00F8,518,ELV,"ELFIN COVE, AK (FUEL DOCK)",Dock,Validated for TOWS,,,ELFIN COVE,AK,99825,Skagway-Hoonah-Angoon,232,112,00,8060,0,4838,"Elfin Cove Harbor, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-136.497061,58.190977
19250,62.049963,-163.173258,97643-091,01XP,2233,,"ST. MARY'S, AK",Dock,Validated for TOWS,,,SAINT MARYS,AK,99658,,158,116,00,8244,97,4860,"Yukon River, AK",,,,,97,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | Primary Wood Products; Veneer; Plywood | All Manufactu",,,,,,,,,,,,01-JAN-1990,-163.173258,62.049963
19270,55.333889,-131.62861,93810-105,0UMH,33099,KTN,PETRO MARINE SERVICES PIER FUEL DOCK (KETCHIKAN),Dock,Validated for TOWS and Public,"Left bank, Tongass Narrows, Ketchikan, opposite Pennock Island, approximately 0.5 mile southeast of foot of Dermont Street extended.",1100 Stedman Street.,Ketchikan,AK,99901,Ketchikan Gateway,130,113,00,8103,3,4770,"Tongass Narrows, AK",4827.00,"Ketchikan, AK",,,3,Left,,"Current Owner and Operator: Harbor Enterprises, Inc., dba Petro Marine Services. Phone: 907-225-2106 FAX: 907-225-2104","Receipt of petroleum products by barge; fueling vessels; and loading company-owned tank barge """"Northern Spirit"""" with petroleum products for regional delivery.","Via driveway, asphalt, 17 feet wide; from Stedman Street, asphalt, 26 feet wide.",None.,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents","Timber pile, timber-decked main wharf with one mooring dolphin at north end used by tankers berthed at adjacent wharf (Ref. No. 16); and one 160- by 35-foot part concrete-decked barge at floating wharf with one 40- by 10-foot, concrete-decked timber float extending from west side. Barge, approximately 50 feet east of main wharf, fronts a 40- by 30-foot timber pile, timber-decked offshore wharf with timber approach.","One 1-ton, electric-hydraulic derrick with 37-foot knuckle boom.","One 12-, six 6-, and nine 4-inch connections at main wharf connect with pipelines extending to fifteen steel storage tanks at rear; total capacity 165,000 barrels. Seven metered hoses are available on wharf for fueling small vessels, with twenty metered hoses available on floating wharf.  One 210- by 60-foot steel-frame, metal- covered warehouse at rear is used for storage of packaged petroleum products. ",MLLW (Mean Lower Low Water),40,40,386,586,22.4,22.4,,01-JAN-1990,-131.62861,55.3338890000001
19271,65.264917,-166.362737,97820-200,02B0,2686,TLA,"TELLER, AK",Dock,Validated for TOWS,,,TELLER,AK,99778,Nome,180,116,00,8263,0,4972,"Teller, AK",4972.00,"Teller, AK",,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-166.362737,65.2649170000001
19315,54.859655,-163.395515,96100-200,02U0,3264,KFP,"UNIMAK ISLAND, AK",Anchorage,Validated for TOWS,,,FALSE PASS,AK,99583,Aleutians East,13,116,00,8192,0,4945,"False Pass Harbor, AK",4905.00,"False Pass, AK",,,0,,,,,,,"Units (Ferried Autos, Passengers, Railway Cars) | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Sulphur (Dry), Clay & Salt | Paper & Allied Products | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. ",,,,,,,,,,,,01-JAN-1990,-163.395515,54.859655
19362,57.783889,-152.42388,95351-409,0UXR,33447,ADQ,KODIAK PETRO STAR,Dock,Validated for TOWS and Public,"Northerly shore of St. Paul Harbor, Kodiak, approximately 0.5 mile southwest of Small-Boat Harbor.",715 SHELIKOF STREETY,Kodiak,AK,99615,Kodiak Island,150,112,00,8159,0,4934,"Kodiak Harbor, AK",4906.00,"Kodiak, AK",,,0,,,"Current Owner and Operator: Petro Star, Inc., dba North Pacific Fuel. Phone: 907-486-3245 FAX: 907/486-3205",Receipt of petroleum products; fueling vessels.,"Via Shelikof Street, asphalt, 30 feet wide.",None.,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases","Timber pile, timber-decked offshore wharf with timber- breasting dolphin on each side; and one 40- by 15-foot timber float on upper side in line with face.  Wharf has one 100- by 14-foot approach.","Stevedore equipment is available as required.  Open storage area serves one 3-ton, gasoline forklift truck for handling oil drums.","Three 6- and three 4-inch petroleum-product pipelines extend from wharf to eight steel storage tanks on hillside at rear; total capacity 40,900 barrels.  Float has sixteen fueling stations.",MLLW (Mean Lower Low Water),35,35,240,240,18,18,,01-JAN-1990,-152.42388,57.783889
19419,55.296334,-131.599984,93806-200,01HJ,1752,KTN,IN STREAM - NICHOLS PASSAGE,,Validated for TOWS,,,KETCHIKAN,AK,99901,Ketchikan Gateway,130,112,00,8100,0,4769,"Nichols Passage, AK",,,,,0,,,,,,,,,,,,,,,,,,,01-JAN-1990,-131.599984,55.2963340000001
19420,65.759482,-168.95644,98700-200,01ZD,2291,WAA,ANCHOR - LITTLE DIOMEDE,Anchorage,Validated for TOWS,,,WALES,AK,99783,Nome,180,116,00,8268,0,4990,"Little Diomede Island, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-168.95644,65.759482
19421,60.776944,-148.68305,95175-230,0UX5,33427,WQF,"WHITTIER, AK (CRUISESHIP AND OCEAN DOCK)",Dock,Validated for TOWS and Public,"Southwesterly shore, at head of Passage Canal, Whittier, at east side of Small-Boat Harbor.",,Whittier,AK,,Valdez-Cordova,261,112,00,8746,0,4822,"Whittier Harbor, AK",4824.00,"Whittier, AK",,,0,,Current Operator: City of Whittier. Phone: 907/472-2330 FAX: 907/472-2472,Current Owner: State of Alaska.,Mooring excursion vessels.,"Via plant road, asphalt, 30 feet wide; from Harbor View Drive, dual lane, each asphalt, various widths.",None.,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Sulphur (Dry), ","Steel pile, concrete-decked offshore wharf with one breast- ing dolphin in line with face, connected by 70- by 3-foot steel catwalk.  Wharf, fronted by steel-and-timber fender system, has one 30- by 25-foot approach.",None.,"Phillips Cruises and Tours: Operates excursion vessel """"Klondike Express"""" based at wharf.",MLLW (Mean Lower Low Water),27,30,200,200,15,15,,01-JAN-1990,-148.68305,60.7769440000001
19422,63.737872,-171.644512,97692-200,02AS,2678,GAM,"ST. LAWRENCE ISLAND, AK (OPEN WATER HIGH SEAS)",Dock,Validated for TOWS,,,GAMBELL,AK,99742,Nome,180,112,00,8256,0,4971,"St. Lawrence Island, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | Primary Non-Ferrous Metal Products;Fabricated Metal Pr",,,,,,,,,,,,01-JAN-1990,-171.644512,63.737872
19505,56.814049,-132.960701,93846-115,015F,1341,PSG,"PETERSBURG, AK",Open Water,Validated for TOWS,,,PETERSBURG,AK,99833,Wrangell-Petersburg,280,113,00,8036,1,4804,"Wrangell Narrows, AK",4826.00,"Petersburg, AK",,,1,,,,,,,,,,,,,,,,,,,01-JAN-1990,-132.960701,56.8140490000001
19528,58.290278,-134.39527,94811-202,0U6D,32585,JNU,"CROWLEY FUEL DISTRIBUTION DOCK AND PETRO MARINE TERMINAL, JUNEAU WHARF",Dock,Validated for TOWS and Public,"Easterly bank of Gastineau Channel, Juneau,  approximately 1.3 miles below Juneau-Douglas Bridge.",1076 Jacobsen Drive.,Juneau,AK,99801,Juneau,110,116,00,8071,0,4810,"Juneau Harbor, AK",4823.00,"Juneau, AK",,,0,East,,"Current Owner and Operator: Taku Oil Sales, Inc. Phone: 907-586-1276 FAX: 907-586-3431 | Current Owner and Operator: Crowley Fuels LLC of CPD Alaska, LLC ",Receipt of petroleum products; and fueling vessels and small craft.,"Via driveway, asphalt-and-gravel, various widths; from Jacobsen Drive, Mt. Roberts Street, and Thane Road, each asphalt, 24 feet wide.",None.,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases","Timber pile, timber-decked offshore wharf with one breasting dolphin on each side in line with face; and one 90- by 20-foot timber-and-foam float moored to timber piles on west side in line with face, with 50- by 5-foot steel-ramp approach. Wharf has one 42- by 24-foot timber approach.","One 1/2-ton, electric mast-and-boom derrick with 25-foot boom.","Four 6- and two 4-inch, petroleum-product and fuel-oil pipelines extend from wharf to eight steel storage tanks  at rear; total capacity 85,700 barrels.  Five 2-inch petroleum-product pipelines extend from tanks to five hose stations on wharf and to seven hose stations on float for fueling small craft.",MLLW (Mean Lower Low Water),40,40,274,274,26,26,,01-JAN-1990,-134.39527,58.2902780000001
19545,55.397301,-132.367531,93814-277,125F,41801,CGA,MCKENZIE INLET (LOG SHIP MOORAGE SEALASKA),Open Water,Validated for TOWS,"South side, Skowl Arm, off west side Kasaan Bay.",,CRAIG,AK,99921,Prince of Wales-Outer Ketchikan,201,113,00,8087,55,4771,"Clarence Strait, AK",,,,,55,,,"Current Owner and Operator: Sealaska Timber Company, subsidiary of Sealaska Corp.",Shipment of logs.,,,,Two mooring buoys.,,"Two floating log storage areas, one on each side of entrance to inlet. Water area leased from State of Alaska by Sealaska Corp. beginning 1 April 2016.",,,,,,,,,01-JAN-2017,-132.367531,55.397301
19546,55.336667,-131.63388,93810-117,0UMY,33114,KTN,PETRO MARINE PROPANE AND OIL DOCK (KETCHICAN),Dock,Validated for TOWS and Public,"Left bank, Tongass Narrows, Ketchikan, opposite Pennock Island, approximately 1,000 feet southeast of foot of Deermont Street extended.",900 Stedman Street.,Ketchikan,AK,99901,Ketchikan Gateway,130,113,00,8103,3,4770,"Tongass Narrows, AK",4827.00,"Ketchikan, AK",,,3,Left,,"Current Owner and Operator: Anderes Oil Co., Inc. Phone: 907-225-2163 FAX: 907-225-0190 | Current Owner and Operator: Crowley Petroleum Distribution Alaska LLC dba Anderes Oil Stedman",Receipt and occasional shipment of petroleum products by barge; fueling small vessels.,"Via driveway, asphalt-and-concrete, 20 feet wide; from Stedman Street, asphalt, 26 feet wide.",None.,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases","Timber pile, timber-decked offshore wharf with one 110- by 40-foot, floating steel barge with adjustable gangway extending to rear of barge from southeast side of wharf. Wharf has one 40- by 12-foot timber approach.","One 1/4-ton, electric mast-and-boom derrick with 20-foot boom on wharf.","Two 6-inch petroleum-product pipelines extend from 
wharf to six steel storage tanks at rear; total capacity 25,000 barrels.  Four electric pumps inside building on barge serve seventeen metered hoses along outer side for refueling purposes.",MLLW (Mean Lower Low Water),30,30,110,110,22,22,,01-JAN-1990,-131.63388,55.336667
